Lat,Long,Depth,Magnitude
12.67,95.35,10,4.7
12.39,95.36,10,5
4.67,96.75,33,4.8
23.69,93.82,38,3.6
36.56,71.18,313,3.9
24.22,94.83,28,4.6
36.26,70.77,100,4.2
34,72.9,15,3.7
11.97,93.97,106,4.9
28.89,85.35,10,5.3
5.57,94.87,55,5.1
33.36,76.33,10,3.7
29.33,73.4,10,3.7
29.96,79.67,11,3.3
24.86,91.74,28,4.1
26.31,92.8,4,3.6
37.8,72.41,150,4.2
17.39,74.34,38,3
26.31,93.64,31,3.7
36.15,69.32,294,4.4
12.42,95.36,15,3.8
10.37,91.38,38,4
35.74,67.99,30,4.4C
36.67,71.44,220,3.8
33.49,88.31,15,3.9
31.83,89.37,39,3.7
9.67,93.37,122,4.9
36.66,70.73,100,4.4
36.28,69.58,150,4.5
17.47,74.11,32,2.6
24.93,94.3,141,4.9
36.57,70.65,200,4.2
37.38,71.69,150,3.8
36.88,71.96,135,4.1
23.84,91.27,14,4.3
21.87,75.14,6,3.6C
27.6,92.46,10,4.1
35.78,69.32,84,4
26.84,93.11,51,3.8
32.25,76.21,10,2.8
32.25,76.8,10,5.1
25.52,94.68,17,3.5
34.39,70.1,34,4.2
36.92,70.84,100,4
28.21,88.3,93,3.9
25.79,90.35,10,2.8
27.47,91.24,10,3.4
29.93,80.3,10,4
36.51,70.96,175,4.1
39.95,71.77,15,4.8
31.25,77.99,10,3.4
36.43,70.81,192,5.6
25.34,94.9,80,3.9
39.91,72.44,64,4.5
36.3,69.85,167,5
28.56,94.12,10,3.8
29.24,77.44,7,3.6
32.27,76.35,10,2.7
37.47,72.53,220,3.8
31.8,70.7,10,3.8
36.49,71.15,250,4
26.24,68.24,10,4.1
37.97,72.43,10,4.8
25.9,95.24,125,4.7
36.35,70.77,125,4.6
27.18,66.94,10,4.4
14.7,92.1,15,4.5
22.2,93.17,7,4.9
36.48,76.8,44,3.8C
26.17,68.49,10,4.1
2.51,90.78,15,4.8
32.14,71.37,15,4.2
17.41,73.7,5,2.8
25.85,90.26,9,4.2
6.71,94.2,46,5
8.79,92.65,35,4.7
34.88,69.76,86,4.3
37.84,71.84,129,4.7
27.74,92.75,22,4.3
35.87,70.23,75,5.2
36.48,70.64,200,4.4
36.83,71.6,94,4.9
1.18,97.46,33,5.2
36.38,69.82,170,4
0.88,97.46,33,5.3
28,65.29,10,4.3
7.35,91.7,46,4.2
21.1,93.38,6,3.3
24.61,94.77,39,3.7
36.4,70.46,200,4.5
35.98,70.4,195,4.6
37.3,71.85,150,3.8
36.9,71.38,35,4.4
23.42,94.73,76,3.7
27.64,87.75,10,3.7
28.96,77.5,15,2.4
34.5,69.55,38,4.2C
23.53,94.39,80,4.3
29.87,95.58,33,3.8
36.58,72.56,293,3.8
30.36,95.84,33,3.6
34.3,73.52,10,4.3
32.37,76.73,10,3
32.32,76.68,10,2.4
32.26,76.67,10,2.8
35.98,75.79,33,3.4
17.58,74.36,29,2.3
24.97,94.3,52,3.3
27.34,65.76,51,5.4
27.25,65.89,14,5.1
5.83,96.1,147,5
36.29,69.92,175,3.9
12.25,95.45,15,5.4
35.9,72.47,33,4.6
27.64,65.7,10,4.2
36.64,69.39,33,5.1
35.83,67.77,33,4.2
36.84,71.31,348,4.4
2.26,68.44,5,5.3
39.83,71.31,33,4.1
38.57,68.78,27,4.7
30.44,82.15,24,3.8
36.6,97.68,33,5.3
11.4,91.94,29,3.7
36.44,69.94,150,4.2
37.49,71.83,200,3.7
36.99,68.2,33,4.3
24.4,93.57,27,3.8
13.8,92.62,38,3.8
36.44,70.52,200,4.3
12.83,94.21,120,5.1
28.69,94.56,10,3.8
25.61,91.9,11,2.9
36.73,71.82,341,4.5
36.65,71.66,350,4.8
7.17,95.5,10,4.8
1.33,97.35,33,5.3
3.3,94.36,20,5
26.13,93.3,10,2.5
24.93,97.77,10,4.4
27.32,97.15,10,4.4
22.83,92.34,9,3.5
6.9,92.47,51,4.7
36.55,70.18,54,4.5
36.2,78.52,33,3.2
23.5,80.3,6,3.5
28.83,77.4,19,2.9
25.68,95.7,132,3.4
35.25,73.68,33,4.5
24.17,93.95,107,4.9
36.65,71.3,78,4.9
23.81,94.56,105,4.3
27.56,92.28,10,4
36.62,70.98,87,4.4
7.48,94.66,70,4.4
8.4,93.75,10,4.5
37.19,71.64,125,4.3
7.43,94.5,28,4.5
5.6,98.3,46,4.9
7.31,93.99,10,4.1
36.88,71.19,150,3.6
6.99,94.83,56,4.3
27.98,65.93,10,3.8
36.39,70.75,119,4.5
23.55,90.51,26,3.2
26.38,90.38,15,3.7
26.41,92.82,38,3.5
26.22,93.43,10,2.6
7.27,94.23,33,4.2
26.78,94.7,44,4.1
7.65,94.72,15,4.3
38.3,73.75,33,3.8
16.35,86.21,39,4.4
2.36,89.73,30,4.9
7.29,94.42,56,5
37.26,71.97,274,4.2
8.13,95.19,10,4.1
5.28,95.49,47,5.5
32.26,76.92,10,3.4
36.88,70.54,57,4.4
36.48,70.94,115,4
37.12,71.56,120,4.3
24.1,96.9,80,4.5
25.4,94.8,128,4.8
37.6,76.63,130,4
36.33,71.38,223,4.7
19.39,94.92,66,4.3
7.7,94.76,19,4.6
7.65,94.5,10,4.8
7.56,94.37,10,4.4
7.97,94.28,10,4.4
7.15,94.74,10,5.1
7.18,94.5,10,4.8
7.55,94.55,10,4.5
23.66,93.95,100,4
37.74,72.2,150,4.2
36.62,70.65,200,4.3
37.37,71.88,150,4.2
27.47,92.66,2,3.3
7.35,90.63,5,4.4
35.68,70.6,15,4.3
1.57,98.23,33,5.2
24.89,91.2,20,2.9
24.17,93.75,57,4.1
29.4,69.87,10,4.2
27.68,90.29,10,3.8
20.8,94.18,66,5.7
7.28,94.37,30,5.2
34.46,80.9,10,4.3
38.15,73.21,234,5.5
7.41,94.44,15,5.9
7.23,94.53,9,4.9
7.3,94.43,10,4.4
32.75,76.43,5,3.8
24.41,72.4,10,3.5
36.56,71.16,15,4.3
37.32,71.93,100,4.7
6.88,94.37,73,4.9
23.55,93.45,33,5.9
23.56,93.54,33,3.9
36.27,71.12,214,5.8
23.61,93.43,19,4.3
35.34,79.83,10,4
7.17,93.51,15,3.9
17.3,73.59,15,3.5
36.7,66.9,10,5.7
23.55,93.51,14,4
3.46,96.59,10,5.4
30.5,67.44,10,4.1
5.5,61.81,10,5.2
28.8,84.86,10,3.8
27.39,89.22,10,3.6
5.69,61.22,10,5
21.25,93.83,66,3.3
5.97,61.33,10,5.3
12.56,92.74,10,5.2
5.78,61.29,10,5.1
27.23,90.3,8,3
37.27,71.81,161,3.8
6.2,61.69,10,5.3
11.24,94.1,10,4.8
3.34,93.36,30,5.1
37.2,68.53,15,4.9
7.66,60.39,10,5.3
1.4,67.57,10,5.1
6.3,61.51,10,5.7
24,92.8,15,3.6
0.93,92.74,10,4.9
25.64,71.68,10,3.4
27.5,92.47,7,4.5
37.37,71.67,33,4.6
37.12,71.71,143,5.2
30.32,79.96,10,3.9
12.8,93.39,94,4.4
24.48,94.46,50,3.9
24.61,94.31,25,3.6
39.93,73.1,51,4.6
38.23,74.17,195,4.2
36.78,72.4,328,4.3
29.39,81.51,11,3.3
3.17,96.22,15,5.3
36.61,70.57,159,4.9
27.92,86.4,10,5
33.32,76.12,15,2.8C
35.91,70.48,100,4.3C
6.81,93.99,17,5.3
36.86,71.18,150,3.5
36.29,76.4,50,3.8
31.32,68.1,39,3.9
24.3,94.55,104,5.3
34.67,75.89,33,3.5C
21.83,93.12,65,4.2
36.25,69.9,100,3.9
36.34,70.83,150,4.3
26.5,90.8,11,3.9
36.37,70.32,150,4.5
28.31,87.43,50,4.7
6.68,94.68,33,4.2
7.41,94.78,65,4.2
38.81,72.29,15,4.3
23.42,94.55,10,4.2
24.95,94.1,17,3.5
37.41,71.19,100,4.2
30.36,69.57,10,3.7
22.68,93.85,10,3.6
37.27,72.59,100,3.9
37.49,71.65,100,4.4
26.38,91.84,26,3.8
27.86,65.66,30,4
21.96,93.32,35,4.6
37.93,72.59,117,5.3
35.94,70.17,10,3.9
24.9,94.8,84,3.8
5.55,60.4,10,5
22.31,96.34,10,3.5
36.44,71.63,185,4.9
1.89,96.66,30,4.5
24.13,93.94,79,3.6
28.87,81.65,10,4
33.1,92.97,10,4.8
36.27,70.65,100,4.3
36.75,70.51,200,4.3
17.49,73.91,5,1.8C
30.27,69.59,33,3.8
36.66,71.6,100,4
36.74,70.4,300,4.1
30.19,79.18,10,2.8
3.35,96.26,10,5.3
11.77,93.45,150,5.3
35.99,70.5,150,4.3
36.2,70.79,111,4.7
36.81,75.3,10,3.3
24.67,94.27,76,3.3
39.4,75.84,10,4
28.7,77.19,5,2.4
37.77,72.39,100,4.2
1.24,97.33,10,4.5
22.62,92.52,10,4.6
38.74,74.46,130,4.6
35.89,70.29,10,4.5
36.32,69.54,139,4.7
25.39,96.99,10,4
17.27,73.7,5,1.8C
27.99,93.9,10,3.1
36.3,70.77,10,4.2
31.89,71.69,10,3.4
29.2,80.95,10,4.1
12.91,92.95,30,4.1
12.87,92.8,10,4.1
38.13,72.68,140,4
38.25,74.73,10,4
29.71,80.44,18,3.1
25.9,94.1,124,4.9
35.66,69.75,10,3.9
30.46,77.48,5,2.7
12.52,92.68,10,4.4
1.86,97.36,300,5.6
1.11,97.39,10,5.2
22.94,95.85,10,3.8
17.29,73.8,5,1.6C
33.21,75.33,5,3.5
17.32,73.84,5,1.8C
33.15,85.69,10,3.2
37.47,71.38,33,4.2
12.85,95.26,10,3.6
35.94,70.43,10,4.6
28.25,84.1,10,4.1
32.67,73.54,10,3.6
24.99,96.94,21,4.2
26.52,93.29,35,4.2
36.4,70.65,194,4.7
1.39,97.23,10,4.6
36.67,72.26,60,4.2
26.24,90.83,11,3.8
32.97,83.46,10,5.1
32.1,84.24,10,3.4
34.38,73.66,41,4
26.38,92.93,33,2.9
36.44,71.11,250,3.8
26.87,91.97,16,3.4
25.46,94.5,82,3.6
36.6,70.15,200,4.4
35.1,70.29,190,4.2
33.24,83.35,10,4.4
36.55,70.27,80,3.9
37.38,72.38,115,4.5
36.83,72.54,33,4.4
9.8,93.22,18,4.6
37.34,71.89,252,4.2
37.6,72.31,204,4.2
13.23,92.22,9,5.3
1.51,98.46,33,4.7
35.89,72.74,266,3.6
34.74,74.97,15,3.6
24.1,93.83,60,4.7
24.15,93.88,38,3.6
24.33,93.27,23,2.8
24.14,93.87,36,2.7
28.48,66.3,10,4.1
3.8,93.14,20,5
31.51,81.7,31,3.6
31.47,81.17,19,3.9
37.51,71.94,100,4.3
27.42,86.88,17,3.7
36.16,71.3,100,5.2
39.97,74.81,63,4.9
35.7,76.4,72,4.5
36.74,76.79,15,4
11.28,91.74,41,3
24.13,93.8,77,3.5
37.96,73.55,90,4.5
26.74,96.93,15,3.7
25.71,94.21,97,3.9
38.13,74.24,50,4.4
10.84,91.69,10,4.2
26.9,95.23,114,4.2
23.67,90.91,31,3.6
25.66,91.5,18,3.6
15.69,80.24,8,4
36.72,71.2,150,5
34.99,72.83,29,5.3
36.43,69.86,80,4.3
2.5,67.43,10,4.6
23.48,98.88,10,5.2
32.27,76.38,10,2.6
4.22,96.33,10,5
35.84,70.99,143,4.8
36.3,77.67,28,4.4
23.89,99.22,10,4.4
36.68,70.6,200,3.9
36.1,69.15,100,4.1
36.66,70.93,176,5.1
17.29,73.85,6,2.3C
22.79,95.82,10,3.5
32.38,76.19,10,2.1
17.35,73.8,5,2.4C
29.83,70.2,10,3.9
36.54,71,159,4.5
33.81,69.2,33,3.9
32.63,73.5,10,3.1
36.1,69.81,150,3.9
9.7,92.4,115,3.7
36.26,70.19,150,4.2
23.97,93.88,23,3.8
17.18,73.77,15,2.6C
17.2,73.78,10,2.2C
17.2,73.76,10,2.1C
36.85,71.55,272,4.6
17.18,73.78,10,2.3C
24.48,94.93,100,4.1
17.33,73.71,5,2.1C
37.4,75.92,33,4
15.54,80.27,15,3.4
29.32,92.16,10,3.3
24.2,72.72,10,3.6
33.37,68.78,15,4.4
1.29,98.15,33,4.7
36.74,71.42,66,4.9
25.61,92.67,40,3.8
22.73,92.69,10,3.5
2.36,89.22,10,5.1
28.1,77.64,10,3.4
5.5,62.43,10,4.6
32.83,76.18,10,1.8
36.63,70.87,268,4.5
17.2,73.67,10,2.5C
17.26,73.78,14,1.6C
29.74,69.55,10,4.2
17.6,73.96,23,1.8C
36.78,70.99,79,4.7
13.44,91.83,29,4.6
7.43,91.87,10,4.4
31.2,69.92,10,3.6
32.15,68.93,10,3.9
36.47,71.34,299,4.4
1.64,97.56,33,4.8
26.25,90.87,2,2.8
9.56,93.9,52,4.9
26.7,64.89,10,4.3
28.84,65.93,10,4.2
28.21,90.47,12,2.9
25.87,90.6,10,4
30.27,79.49,5,4.9
28.71,86.43,35,4.8
3.45,89.41,10,4.5
23.79,94.54,28,4.1
10.79,93.78,100,4.8
37.1,74.7,73,4.4
37.22,71.74,130,4.4
33.1,83.52,10,4.4
36.69,70.83,100,4.5
35.82,70.64,100,4.5
21.83,89.6,30,4.5
37.16,71.56,100,4.5
26.66,92.8,38,3.5
25.67,91.52,5,3.4
37.2,71.55,165,4.8
38.46,75.3,140,4.3
14.9,92.8,15,5
38.42,73.57,150,4.4
36.72,71.61,150,4.4
33.86,80.87,282,3.8
36.55,71.68,66,4.2
36.13,70.63,236,4.5
39.58,70.7,50,4.4
36.65,71.33,200,4.4
32.36,66.42,38,3.8
24.3,93.85,90,3.8
37.7,71.71,66,4.2
14.17,93.85,28,4.2
28.4,77.21,14,2.1
35.61,70.39,136,5.2
28.15,95.71,26,4.5
30.4,67.74,10,4.1
24.58,96.26,10,3.8
36.52,70.75,50,4.2
26.91,92.65,8,4.8
36.78,69.99,200,4
26.33,92.4,24,3.8
26.45,92.64,39,3.4
10.13,92.39,100,4
2.41,98.96,125,5.9
26.67,92.51,10,3.8
14.16,92.92,10,5.1
28.76,82.41,5,4.7
28.63,81.88,5,3.4
37.53,71.65,100,3.9
28.85,82.39,10,3.9
27.35,88.14,10,4
12.17,94.58,30,5.1
36.16,70.54,200,4.1
36.38,68.3,100,4.4
28.7,84.6,10,7.9
27.89,85.64,10,4.8
27.87,84.77,10,6.4
28.16,85.9,10,5.4
28.8,86.4,10,4.6
27.45,85.57,5,4.3
27.74,85.53,10,4.8
27.61,85.72,10,4.6
27.52,85.68,10,4.8
26.64,84.61,10,4.7
27.81,84.65,5,4.7
27.62,85.2,5,4.3
27.43,85.44,5,5.5
28.4,87.19,8,5.4
27.81,85.48,10,4.8
27.97,84.1,10,4
27.9,84.55,10,4
27.52,85.67,10,4
27.44,85.82,5,4.3
27.66,85.83,10,4.2
27.74,85.44,10,4
27.79,85.75,5,4.1
27.51,85.79,9,4.1
27.37,85.26,10,4.4
27.91,84.62,10,5.2
27.85,85.7,10,4.5
27.19,85.8,10,4.5
27.47,85.77,10,4.2
27.52,85.36,10,4
27.83,85.57,10,4.6
28.2,85.85,10,5.1
27.55,85.35,10,4.1
28.3,84.56,10,4.3
27.58,85.9,10,4.2
27.75,85.79,10,4.5
27.78,84.94,10,5.2
27.51,85.94,10,4.4
27.1,84.52,10,4.2
27.48,85.47,10,4.3
27.95,85.35,5,3.9
27.94,84.82,10,4.1
27.99,84.84,5,4.3
27.63,85.91,10,6.6
27.59,85.83,10,4.8
27.61,85.95,10,4.5
27.73,85.97,10,3.9
27.85,85.65,10,4.1
27.69,85.94,10,4.6
27.8,85.38,10,4.3
35.88,68.4,100,4.4
27.65,85.78,10,4.2
27.73,85.51,10,4.2
28.44,86.3,10,4.3
28.8,84.73,10,4
26.36,92.83,39,3.5
27.63,85.74,10,5.4
27.9,85.26,10,3.6
27.77,85.48,10,3.2
28.3,84.97,10,4.1
27.88,85.8,10,4.1
27.69,85.9,10,3.6
27.52,85.66,10,4.1
27.48,85.85,10,3.7
27.9,84.7,10,3.8
27.66,85.92,7,3.9
28.12,85.14,10,4.1
27.67,85.98,10,4
26.84,88.1,10,5.2
27.91,84.79,10,4.1
27.63,85.67,10,4.2
27.67,85.99,10,4
27.52,85.17,10,4
27.82,84.72,10,4.4
31.64,83.88,10,3.3
27.74,85.64,10,4
27.9,84.53,10,4
27.91,85.37,10,4.3
37.17,71.8,175,5.2
27.56,85.8,10,4
27.63,85.68,10,3.7
27.44,85.83,10,3.3
26.85,92.47,6,3.6
37.28,71.85,107,5
27.62,84.73,10,4.1
27.7,85.4,10,4.4
27.77,85.52,10,4.1
28.6,87.26,10,4.2
27.61,84.69,10,4.3
28.7,96.52,10,3.9
27.59,85.74,10,3.9
26.45,94.74,10,4.8
26.46,92.7,37,3.9
26.6,95.2,10,3.7
28.25,85.82,10,3.5
27.71,85.88,10,3.7
10.88,91.89,7,5.2
27.98,84.76,10,3.3
27.8,85.7,10,3.8
27.7,86.17,10,4.2
27.73,85.82,10,4
27.81,85.48,18,3.6
28.4,84.7,10,4.9
36.37,70.93,250,4.7
28.34,85.11,39,3.8
28.73,77.23,15,2.1
27.7,85.96,16,3.6
27.73,85.86,10,4.4
28,84.87,6,3.2
27.69,84.74,10,3.7
27.1,87.67,10,3.4
27.98,85,10,4.3
27.63,85.82,10,4
27.44,85.89,10,4.5
27.76,86.11,10,3.7
26.49,62.46,10,5.3
27.53,85.92,10,3.9
27.81,85.71,37,3.5
28.4,84.92,10,3.5
27.57,85.95,10,4.1
27.83,85.89,10,3.8
28.25,84.45,10,3.7
28.6,86.56,10,3.3
12.73,92.4,25,4.5
27.43,85.46,10,3.5
27.6,85.12,10,3.3
36.34,70.72,80,4.2
27.28,92.17,10,2.9
1.44,97.26,33,4.9
27.8,85.31,10,3.3
27.87,85.57,10,3.7
27.51,85.82,10,4.6
1.57,98.13,60,5.9
29.11,76.85,6,3.3
27.61,85.76,10,4.2
28.1,85.13,7,3.6
23.56,70.36,15,3.8
27.76,85.88,10,3.7
36.27,71.12,77,4.2
36.27,70.11,150,4.5
27.47,85.46,10,4.2
27.66,85.74,10,3.3
27.81,85.64,10,3.4
28.25,85.89,10,3.7
27.79,85.29,10,3.6
36.4,70.71,150,4
36.64,70.22,225,4.4
37.79,68.64,52,4.4
27.53,86.1,10,7.3
28.11,86.32,22,5.4
28.77,86.24,10,4.3
27.64,86.24,10,4.3
27.35,86.53,10,4.2
28.12,86.17,10,5.2
27.27,86.4,10,6.2
27.63,85.98,10,4.3
27.64,85.97,10,4.2
27.83,85.93,10,4.2
27.16,86.1,10,4.2
27.31,85.85,10,4.1
27.1,85.79,10,4.6
27.5,85.75,10,4.9
27.52,86.4,10,4.9
27.93,85.8,15,4.2
27.57,85.85,10,4
28.1,86.3,10,3.8
27.37,85.97,10,3.4
27.71,86.4,10,3.3
27.55,86.19,10,4.2
28.44,86.4,10,4.1
27.22,85.83,15,3.6
28.93,86.52,10,3.5
29.52,87.77,10,3.3
27.43,85.82,10,3.2
28.11,87.11,10,3.2
27.85,85.49,10,3.4
27.63,85.1,10,3.4
27.42,86.21,10,3.3
27.44,85.85,10,3.9
27.24,86.6,10,4.1
28.14,86.2,10,3.7
27.49,86.3,10,4.5
27.33,86.79,10,3.2
28.3,86.39,10,4
27.37,85.11,10,3.5
28.35,86.3,10,3.7
27.48,86.6,10,4
27.57,85.83,10,4.2
27.65,86.7,10,4.1
28.7,86.23,10,3.2
27.58,85.91,10,4.1
27.51,85.92,10,4.2
27.16,86.2,10,3.7
27.37,85.78,10,3.9
28.56,86.41,10,3.5
27.47,86.3,10,3.5
27.5,85.77,10,3.8
27.97,85.77,10,3.5
28.58,86.7,10,3.4
27.22,86.25,10,3.5
27.57,86.18,15,4.1
27.42,86.1,11,3.4
27.86,86.25,10,3.7
27.6,86.14,10,4
27.93,85.99,10,3.1
27.67,85.91,10,3.9
27.53,86.14,10,5.1
27.49,86.39,10,3.6
28.11,86.38,10,3.8
27.56,86.6,10,3.7
27.25,86.1,10,4.1
27.22,85.14,10,3.8
27.61,86.1,10,3.8
27.56,85.82,10,3.4
27.85,84.7,7,5.3
27.82,85.94,10,3.7
27.66,86.31,10,4.1
27.47,86.13,10,4.2
27.6,86.18,10,4.1
27.77,86.13,10,3.8
27.66,86.11,10,4.5
27.64,86.6,10,4.5
27.6,86.14,2,4.7
28.3,86.37,10,4.1
27.57,86.17,10,3.7
27.45,86.3,10,4.2
28.35,85.36,10,3.9
26.86,62.17,38,4.3
27.73,85.58,10,3.8
27.45,85.86,10,3.7
27.7,86.14,10,4
27.35,85.95,10,4.8
27.6,86.7,10,4.3
27.49,85.97,10,4.1
27.62,85.17,39,3.6
24.47,62.17,10,4.9
27.66,84.71,10,4.7
27.52,86.1,8,3.7
31.7,66.91,37,4
27.96,84.77,10,3.7
27.5,85.72,10,4.6
31.7,69.11,10,4.4
27.42,86.6,10,5.7
27.3,86.11,10,3.9
28.4,84.89,10,3.1
27.53,86.1,10,4.3
27.27,85.79,10,4.2
30.27,69.44,10,4.5
24.68,62.18,10,5.1
27.41,86.14,10,3.9
29.32,69.4,10,4
28.41,85.33,10,3.6
36.53,71.7,150,4.1
28.4,84.81,10,3.7
8.37,93.15,10,3.8
34.38,73.58,10,4
27.56,85.93,10,4.2
27.86,85.99,10,4.1
38.9,70.14,10,5.6
36.24,71.38,100,4
27.51,85.17,10,4.1
30.1,67.4,10,3.9
3.92,96.27,33,4.8
27.83,86.26,10,3.8
27.79,85.31,10,3.3
22.91,96.7,10,3.4
36.33,70.14,200,4.5
28.13,85.11,10,4.3
27.66,86.19,10,4.1
27.8,85.87,10,4
29.78,81.68,10,3.9
24.69,93.29,16,3.8
24.82,93.21,22,2.9
30.42,79.23,6,3.4
26.37,93.47,39,3.3
28.24,86.43,10,3.6
27.88,84.62,10,4.1
28.24,86.31,16,3.7
28.44,87.34,10,4.2
22.27,93.88,33,3.5
27.73,85.44,10,3.6
27.95,85.11,10,4.4
24.37,94.3,65,4.4
24.46,93.73,6,2.8
27.57,86.12,10,4
27.82,85.46,10,4.2
27.78,93.97,10,2.9
27.92,85.3,10,3.9
37.35,72.2,150,4.1
28.17,93.39,10,4.1
28.83,77.29,36,2.8
25.76,90.99,15,3.6
27.1,84.89,10,3.3
26.16,90.3,18,4
27.76,84.72,10,4
27.76,84.74,10,4.6
29.45,85.59,10,3.3
34.87,91.13,10,4
27.69,84.1,10,4
36.72,70.65,182,4.7
38.33,72.69,90,5.5
26.54,96.18,114,4
5.47,95.65,100,4.8
36.39,70.1,80,5
37.83,72.88,126,5.3
28.65,77.79,17,3.6
37.98,73.67,38,3.7
29.1,81.83,10,4.3
25.77,89.92,10,3.6
27.66,85.74,10,3.8
30.44,79.25,5,4.3
36.86,70.1,260,4.7
27.53,92.92,10,3.1
27.69,85.54,10,4.2
18.99,94.61,50,4
36.64,70.88,220,4.8
6.94,92.37,30,3.9
33.57,98.33,15,3.8
26.53,92.75,33,2.8
27.68,85.73,10,4
38.29,69.37,10,4.3
27.79,85.65,10,4.4
28.28,84.82,10,3.7
22.98,94.29,90,4
27.62,86.4,10,4.1
35.91,69.92,90,4
14.3,93.67,35,5.3
27.55,86.4,10,4.5
36.4,71.28,150,4.3
28.6,85.8,10,4.1
27.1,85.74,10,4
36.53,70.1,200,4
37.21,71.72,33,4
22.26,94.12,60,4.3
27.5,85.3,10,3.8
27.51,85.46,10,4.1
28.24,85.93,10,4.3
38.36,74.37,150,4.3
36.33,70.66,100,4.3
28.37,70.5,10,4
22.8,92.17,10,3.6
36.55,70.32,150,4.3
28.48,82.73,10,4.5
37.83,72.3,200,4.3
27.67,85.98,11,3.9
38.25,74.62,200,4.1
27.65,86.17,10,3.7
38.16,68.92,10,4
27.32,66.14,10,4.6
37.7,72.26,100,4.5
30.45,77.92,10,4
38.2,73.42,147,5
24.74,94.94,106,3.7
28.47,85.35,10,3.3
36.68,68.41,28,4.5
29.84,80.21,10,3.5
35.4,70.1,33,4.3
34.8,69.39,175,4.2
26.4,90.25,5,5.6
32.2,69.35,10,4.4
27.5,86.21,10,4.4
26.54,94.98,10,3.7
27.71,85.61,10,3.7
27.4,85.72,10,4.5
36.47,71.14,166,5.9
26.6,90.78,15,3.8
38.84,72.25,91,4.1
27.47,91.26,6,4
17.22,73.76,9,1.1C
27.85,85.63,10,4.2
34.77,73.34,10,5.4
25.84,89.86,15,3
17.3,73.75,15,1.8C
13.2,93.24,46,4.3
37.5,78.7,33,5.9
36.99,78.16,38,4.4
37.31,78.33,10,4.9
12.6,94.67,10,4.6
37.62,78.1,10,3.9
37.37,78.79,10,4.3
11.95,94.89,10,5.6
36.57,70.93,120,4.1
23.78,94.1,39,3.3
27.67,84.99,18,4.3
13.25,93.17,33,3.6
17.13,73.76,5,1.6C
24.7,95.24,90,4.2
37.43,78.37,10,3.7
38.33,74.11,150,4.3
17.26,73.75,9,1.8C
28.49,85.87,10,3.4
38.12,77.53,38,3.9
17.16,73.8,5,2.2
17.15,73.77,7,2.1C
29.47,81.63,7,3.8
4.64,95.63,33,5.2
27.47,64.87,33,4.6
17.14,73.69,5,1.3C
34.87,73.99,15,4.1
27.41,94.6,10,4
26.75,90.5,10,4.4
27.61,86.14,10,4
25.18,90.77,15,4.1
36.76,70.54,150,4
17.21,73.75,6,5.1C
28.68,76.67,6,2.7
37.28,71.51,150,4.3
36.97,70.85,156,4.3
26.63,96.58,139,4.3
38.83,73.18,10,4.9
37.29,77.24,33,4
35.82,70.66,77,5.2
36.66,70.55,200,4
27.47,65.18,10,5.6
17.18,73.83,7,1.1C
36.74,70.6,200,4.3
37.12,68.53,33,4.1
37.86,68.49,15,3.9
31.15,95.42,10,4.8
30.45,79.17,6,4.2
36.66,71.48,229,4.6
17.25,73.75,5,1.7C
30.47,94.4,52,4.7
18.96,97.21,10,5.2
24.4,93.69,53,3.7
30.5,94.32,33,4.4
38.89,69.75,10,4.5
2.92,96.5,33,4.9
5.35,95.21,33,5.5
17.19,73.78,5,1.6C
27.64,85.8,21,3.3
30.34,94.1,38,4.4
15.81,73.9,10,3.1
21.35,80.11,10,4.0C
33.96,72.25,58,5.5
33.7,72.64,33,3.7
17.5,73.69,5,1.3C
35.57,69.34,77,4.4
17.11,73.78,5,1.3C
36.1,70.55,100,3.8
36.8,71.34,100,4.8
17.1,73.73,5,1.3C
17.7,73.58,5,1.1C
30.4,80.7,10,3.6
17.11,73.78,8,1.3C
36.41,70.88,100,3.9
27.47,91.8,16,4
17.26,73.73,5,1.5C
30.62,94.81,33,4.4
25.8,64.4,40,4.6
17.17,73.69,5,1.0C
30.59,94.46,10,4.7
25.61,65.98,39,4.1
17.28,73.74,5,1.1C
28.57,87.58,39,4.2
30.74,94.99,40,4.6
30.74,94.57,10,4
27.32,65.46,30,5.4
38.29,73.95,120,3.9
4.92,93.96,50,5.1
11.7,92.3,30,4.7
17.15,73.72,5,1.2C
37.33,71.64,120,4.3
36.65,70.99,150,5.3
34.67,70.27,50,4.1
30.19,80.51,10,4.3
36.85,82.14,10,5
27.44,65.67,10,4.4
1.53,98.47,70,5.4
30.17,93.69,33,4.6
30.16,79.37,10,3.1
36.47,69.86,200,5.2
31.19,95.59,89,4.6
36.23,70.5,60,4.3
27.98,84.64,10,3.9
17.3,73.72,5,1.5C
36.46,69.66,200,4.4
36.1,71.38,239,6.3
17.81,95.71,10,5.1
17.16,73.79,5,1.6C
31.32,94.76,10,4.5
24.63,94.81,15,4
31.88,95.27,40,4.1
30.56,96.35,30,3.7
29.1,96.26,334,3.5
1.33,97.13,30,5.1
17.36,73.75,5,1.8C
26.73,86.12,10,3.6
34.82,72.61,15,4.4
17.21,73.78,5,1.1C
27.33,88.1,10,4
23.12,97.11,30,3.7
27.57,86.3,10,4.5
38.69,73.64,45,3.7
17.24,95.19,10,4
36.6,70.5,70,3.7
13.74,92.53,10,5
37.43,68.75,19,4.2
27.71,85.97,10,4.1
35.35,71.18,70,3.8
